UP主,_id,发布时间,导入时间,排名,播放量,收藏数,更新时间,视频时长,视频标题,评论数
在下哲别,677263026,2021/12/11 16:51,2021/12/25 16:07,162,566730,13831,2021/12/25 16:07,539,长了10年的痘痘，我终于治好了，祛痘经验分享！,2720
有些事情_看清了就好,252353804,2021/12/12 22:55,2021/12/25 16:07,163,563660,2613,2021/12/25 16:07,15,期末考前做法(祝我们逢考必过),880
彬彬找乐子,934852176,2021/12/15 21:30,2021/12/25 16:07,164,563643,6833,2021/12/25 16:07,14,最见不得孩子哭了,1679
红人探长,337331377,2021/12/11 12:02,2021/12/25 16:07,165,563095,781,2021/12/25 16:07,217,当自己的爸爸是班主任，是一种什么体验？父女俩斗智斗勇爆笑走红,1
难敌人间烟火气,379807418,2021/12/11 19:48,2021/12/25 16:07,166,555820,1043,2021/12/25 16:07,30,90父母治孩子放大招！7岁男孩赌气离家出走，爸妈开车跟着他打气加油,997
嗨旋要睡觉,337348517,2021/12/14 15:34,2021/12/25 16:07,167,553396,1610,2021/12/25 16:07,37,第一次见到偷外卖这么嚣张的,651
LSHGREAR,677315532,2021/12/14 21:16,2021/12/25 16:07,168,550817,8511,2021/12/25 16:07,13,求你了，别洗了！,414
早点资讯快讯,379803530,2021/12/13 12:55,2021/12/25 16:07,169,550544,1379,2021/12/25 16:07,70,公安干警小区做核查工作，走到岳母家，一句“儿子”让人泪目,255
边境阿呱,764839563,2021/12/11 17:50,2021/12/25 16:07,170,549988,1524,2021/12/25 16:07,30,漠叔踩雷了，摄影师去哪了？,740
落雨枝江梦亦然,849759486,2021/12/12 0:25,2021/12/25 16:07,171,545068,3789,2021/12/25 16:07,40,小龙坎偶遇嘉然？嘉心糖魅力时刻！,809
鲨鱼爱吃沙茶酱,252355421,2021/12/11 9:30,2021/12/25 16:07,172,544459,688,2021/12/25 16:07,43,男子炸完鱼，发现鱼在盆里剧烈动弹，随后一幕更让他崩溃：鱼尾巴都甩掉了,1179
今夜准备开个张,719792102,2021/12/15 21:11,2021/12/25 16:07,173,542976,4236,2021/12/25 16:07,45,男子向拾荒老人借一块钱，老人立马就给了，善良不分贫穷和富贵！,1039
秦少QVQ,549800027,2021/12/14 17:30,2021/12/25 16:07,174,541166,1910,2021/12/25 16:07,198,最纯真的莫过于小时候和小伙伴一起，肆意享受那段天真的时光。,777
老玉竹,719784329,2021/12/11 19:05,2021/12/25 16:07,175,540233,7043,2021/12/25 16:07,16,光剑变装 不可以色色！！！,784
海鸟视频,722211373,2021/12/10 16:22,2021/12/25 16:07,176,539700,1704,,64,英国一男子自称滑倒把二战炮弹卡进直肠，医生一看请来拆弹专家,1668
快看视频资讯,379785951,2021/12/14 11:44,2021/12/25 16:07,177,538522,1318,2021/12/25 16:07,64,男生拍视频被老师当案例在课堂播放，全班女生尖叫，男生反应亮了,41
YouTube精彩视频-,677320683,2021/12/14 14:50,2021/12/25 16:07,178,535032,1506,2021/12/25 16:07,180,延时摄影：往麦当劳纸杯里倒满饮料，却不喝掉它，会有怎样的变化？,491
致91岁的双胞胎,807252630,2021/12/15 11:20,2021/12/25 16:07,179,532581,12255,2021/12/25 16:07,13,&quot;即使活一百岁，也不过三万六千五百天&quot;,412
成都消防,849868597,2021/12/14 10:14,2021/12/25 16:07,180,528317,5193,2021/12/25 16:07,14,光剑变身来了，请查收！,396
快看视频资讯,422372576,2021/12/13 18:44,2021/12/25 16:07,181,528071,775,2021/12/25 16:07,67,女子点外卖遇聋哑小哥默默打赏50元，几天后再点外卖让她瞬间破防,289
长不大的喜儿,677291944,2021/12/15 9:46,2021/12/25 16:07,182,525758,6425,2021/12/25 16:07,333,三十岁的喜儿和二十六岁的丁凌娜 谢谢你陪我完成了我的小心愿啊,568
庄树房车游,464837086,2021/12/15 17:12,2021/12/25 16:07,183,521083,324,2021/12/25 16:07,70,房车在公厕里加水充电被抓住！房车蹭水蹭电行为算偷吗？违法吗？,45
搔宝,719752468,2021/12/15 20:39,2021/12/25 16:07,184,520127,5246,2021/12/25 16:07,14,《下 班 风 波》豆瓣评分6.9,140
关注看热点,379865282,2021/12/13 15:38,2021/12/25 16:07,185,518471,2676,2021/12/25 16:07,185,职业技校学生还未毕业就被抢空，职校学生人手2到4个offer，就业率已超本科【普高还是职高 家长们陷入选择焦虑】职业技术院校学生未毕业就被抢空,5546
快看视频资讯,677345650,2021/12/13 19:13,2021/12/25 16:07,186,515896,657,2021/12/25 16:07,63,太真实！男子结婚后突然长胖了40斤，看到妻子的做法后网友秒懂,1050
快看视频资讯,294833387,2021/12/12 10:02,2021/12/25 16:07,187,513515,1731,2021/12/25 16:07,66,女子亲手为女儿做花式早餐，丈夫碗里的东西让人笑喷：待遇不一般,264
刘守元_,722257154,2021/12/14 19:13,2021/12/25 16:07,188,509315,4448,2021/12/25 16:07,157,玫瑰藏于身后 与你赴约成功,1113
千里接竜头,422357782,2021/12/11 10:49,2021/12/25 16:07,189,508851,8574,2021/12/25 16:07,136,双标的女权主义者 从来不觉底层行业 需要性别平等,3994
人民故事,934780868,2021/12/14 1:55,2021/12/25 16:07,190,508166,2222,2021/12/25 16:07,270,退伍军人身中4刀，血洒十余米勇救母女看哭所有人 网友：军人退伍不褪色！,729
夏有木木,507167364,2021/12/10 20:30,2021/12/25 16:07,191,508092,10948,,16,宇髓天元,390
塑料叉FOKU,422305700,2021/12/15 17:00,2021/12/25 16:07,192,508007,5619,2021/12/25 16:07,468,够了！恶意盗图！你的照片，被盗用过吗？,1730
小燃视频Video,719761773,2021/12/12 10:43,2021/12/25 16:07,193,436590,2269,2021/12/25 16:07,62,女生瞒着异地男友，偷偷跑来为他过生日，全程超多小细节爆甜！,425
讲述老百姓自己的故事,634779552,2021/12/13 9:22,2021/12/25 16:07,194,435448,519,2021/12/25 16:07,82,外卖小哥捡了8万块钱，失主却硬说少了2万块，后面的做法令人解气,273
必看和平,764852131,2021/12/14 18:56,2021/12/25 16:07,195,434534,710,2021/12/25 16:07,19,92岁外公因伤无法上车 1米8高的外孙趴地当“脚垫”,553
椰崽在美国,934801766,2021/12/13 18:03,2021/12/25 16:07,196,431438,1115,2021/12/25 16:07,151,挑战给喜茶用英语打电话点奶茶，竟然得到了喜茶经理的回拨！太惊喜了！,38
众生话,507328486,2021/12/11 17:55,2021/12/25 16:07,197,426760,9961,2021/12/25 16:07,61,关于恐婚的一代：阿姨说“跟爱的人在一起，沙漠也是天堂”,1802
九点视频,849839475,2021/12/15 17:30,2021/12/25 16:07,198,426563,714,2021/12/25 16:07,78,“累了，毁灭吧”！女子吐槽自家房子的装修，网友大呼：也是人才,677
全视频官方,507318903,2021/12/11 17:29,2021/12/25 16:07,199,424465,348,2021/12/25 16:07,31,女子买炸串后反悔不要了，店员却转手就卖给别的顾客，引起不满,4503
Always-Kid,977285419,2021/12/12 10:35,2021/12/25 16:07,200,418454,3849,2021/12/25 16:07,181,飞机上一位乘客因为邻座还没打疫苗而拒绝入座，最后结局大快人心,1115
可乐纪实,549795107,2021/12/11 12:12,2021/12/25 16:07,201,415356,360,2021/12/25 16:07,219,小伙有8000万活期存款，取钱时却被拒绝了，银行回应太气人了,988
智能麋鹿,807321792,2021/12/13 12:35,2021/12/25 16:07,202,413093,1510,2021/12/25 16:07,18,江苏卫视用心了，勿忘国耻，每个中国人都应铭记今天!,405
小胡家三千金,252301579,2021/12/13 10:02,2021/12/25 16:07,203,411726,1114,2021/12/25 16:07,86,不愧是一卵同胞出来的，配合的真默契?,556
饺子不爱吃皮儿,379664498,2021/12/12 19:47,2021/12/25 16:07,204,410177,3029,2021/12/25 16:07,309,为什么我妈会突然逼我形婚？原来背后真的有人在捣鬼！黑粉竟然就在我身边…,4504
不愧是我叶楠雄,252284507,2021/12/12 16:21,2021/12/25 16:07,205,407612,5444,2021/12/25 16:07,345,年 入 百 万？ 富 婆 养 你！,1572
杰哥专升本,764818620,2021/12/14 0:56,2021/12/25 16:07,206,407417,745,2021/12/25 16:07,15,这是老师们的学历，我不行，但请骂我的时候，不要带上他们,1026
Alex绝对是个妞儿,722347223,2021/12/15 20:02,2021/12/25 16:07,207,406915,4052,2021/12/25 16:07,509,避孕真实感受，男女一样吗？,839
带炮龙哥,849780503,2021/12/11 15:12,2021/12/25 16:07,208,405475,372,2021/12/25 16:07,54,下坏不好干,487
海南弱电小胡,719849987,2021/12/12 21:20,2021/12/25 16:07,209,404077,2233,2021/12/25 16:07,180,公司网络总是不稳定，我过来一看这样的布局，不卡才怪！,790
小马追剧1234,379780691,2021/12/12 18:49,2021/12/25 16:07,210,403456,3939,2021/12/25 16:07,413,"38岁巨婴啃老啃上瘾,自称看透人生,连女人都不感兴趣了",6250
BBGG丶狮子喵,807331318,2021/12/14 17:49,2021/12/25 16:07,211,402848,707,2021/12/25 16:07,74,辅 导 小 孩 作 业  时刻处于气死的边缘!,681
萌娃搞笑人类幼崽,422314291,2021/12/13 14:17,2021/12/25 16:07,212,397233,1543,2021/12/25 16:07,114,刚出生的丑娃娃可别扔，这算是真正的逆袭宝宝吗？,268
快看视频资讯,294757209,2021/12/15 17:13,2021/12/25 16:07,213,395305,894,2021/12/25 16:07,66,从玩泥巴到婚纱！新婚夫妻晒出各自拥有的11本证件，网友羡慕哭了,12
阿福Thomas,592298075,2021/12/15 12:52,2021/12/25 16:07,214,392687,1827,2021/12/25 16:07,861,上海农村的真实生活！房子2万/㎡，买菜还要去江苏！？,1568
峰哥亡命天涯,722289787,2021/12/11 13:17,2021/12/25 16:07,215,388515,1923,2021/12/25 16:07,876,深圳超级城中村和烂尾楼，可以种菜还能露营，神奇又魔幻,2112
朝阳冬泳怪鸽本人,722321576,2021/12/15 10:32,2021/12/25 16:07,216,385802,1723,2021/12/25 16:07,96,2021年12月15号冬泳继续！冬泳有危险！请勿模仿！加油！奥利给！哈哈哈哈哈哈,630
朋克漫漫,507260733,2021/12/12 22:12,2021/12/25 16:07,217,383548,2880,2021/12/25 16:07,202,染夸张发色的好处：,1745
军武野路子,294770129,2021/12/13 12:03,2021/12/25 16:07,218,383008,2879,2021/12/25 16:07,58,敬礼！消防员的保命发明,311
呱妹没头脑,464811156,2021/12/12 18:00,2021/12/25 16:07,219,382999,890,2021/12/25 16:07,156,没关系的，有这样的姐姐，真的没有关系……,305
守护我_凡宝宝,722290049,2021/12/13 0:52,2021/12/25 16:07,220,379815,1534,2021/12/25 16:07,60,妈妈为了你一切都可以忍！女孩都爱美，我家凡凡也不例外！虽然没有头发！妈妈也要把你打扮成小公主?让你赢得自信凡,2099
清蒸鲤鱼不如你,892262331,2021/12/15 15:57,2021/12/25 16:07,221,379693,3528,2021/12/25 16:07,11,推眼镜的那一刻，他成长了,658
太原广播电视报,549802025,2021/12/11 16:32,2021/12/25 16:07,222,379595,826,2021/12/25 16:07,31,全国统一标准！辽宁一女子给丈夫和女儿的差别待遇，对比太明显,1012
借我300去洗牙,379839822,2021/12/15 7:32,2021/12/25 16:07,223,378959,1406,2021/12/25 16:07,155,最近谈的意大利新小子来我家给我做披萨，可爱男孩,909
7CUIHUA,379792905,2021/12/15 0:24,2021/12/25 16:07,224,377000,972,2021/12/25 16:07,42,标题你们自己想一下,1685
电竞陈皮皮,892285560,2021/12/12 16:57,2021/12/25 16:07,225,376534,4048,2021/12/25 16:07,64,工地阿姨23岁时先被人贩子拐卖，又被老公800元卖了。农民工 工地 生活不易 劳动者 人贩子,1660
陈必火,507250013,2021/12/11 12:17,2021/12/25 16:07,226,374205,1343,2021/12/25 16:07,263,男子手术中突然没了声响，监护仪显示正常，得知原因医护哭笑不得 网友：病人的健康是天使们心中最希望的！,877
马骝逛街,507360385,2021/12/15 17:55,2021/12/25 16:07,227,372634,2850,2021/12/25 16:07,28,高中最青涩最懵懂的时候遇见到现在步入婚姻的殿堂（本人授权）不是盗视频谢谢,293
而立计划,892325850,2021/12/11 12:24,2021/12/25 16:07,228,372267,6585,2021/12/25 16:07,1161,戒手机一个月，我们学会了20个完全没用的技能,1288
皮皮皮皮皮皮皮卡乒,719757884,2021/12/14 17:26,2021/12/25 16:07,229,371119,431,2021/12/25 16:07,179,小姐姐：我陪你送外卖啊！外卖小哥：滚~,271
任性的KIMKILLS,294846135,2021/12/13 19:10,2021/12/25 16:07,230,368429,5700,2021/12/25 16:07,59,跟我学正确裁剪照片 让你看上去不再孤单,187
快看视频资讯,677346843,2021/12/14 18:32,2021/12/25 16:07,231,364839,85,2021/12/25 16:07,64,女子第10次相亲，对方吃完饭后立马离开，院子里的东西令网友炸锅,476
非洲飞哥,849762302,2021/12/11 17:02,2021/12/25 16:07,232,364481,1554,2021/12/25 16:07,712,快递到了非洲，侯哥第一次拥有语文书，开箱的他很开心，希望他越来越好,2214
威哥和阿廖娜,507319951,2021/12/12 12:49,2021/12/25 16:07,233,361861,307,2021/12/25 16:07,524,乌克兰妈妈急死了！中乌混血萌娃拒绝说俄语：我说中文最棒！,592
农村三人行,507356828,2021/12/14 17:00,2021/12/25 16:07,234,359188,304,2021/12/25 16:07,202,15元小火锅最后一天营业，三小伙迫于压力临时决定涨价,849
在下小苏,764783817,2021/12/11 12:30,2021/12/25 16:07,235,356940,3595,2021/12/25 16:07,738,那个高考全省第十的同学，大学毕业后怎样了？,399
河野华,209836720,2021/12/15 0:48,2021/12/25 16:07,236,355212,4463,2021/12/25 16:07,12,外面只有7度，而哥的怀里有37度,919
庐州老交,379819536,2021/12/14 13:07,2021/12/25 16:07,237,350708,362,2021/12/25 16:07,97,这地方竟然双排停车，过分了啊！还有让老交代驾的,645
早点资讯快讯,677252507,2021/12/15 18:55,2021/12/25 16:07,238,350061,433,2021/12/25 16:07,19,76岁的张满收到再审决定书。1989年大理王学科一家四人在家中被杀，随后法院以故意杀人罪判处张满无期徒刑，他一直拒不认罪，后多次减刑于2018年刑满释放。,265
我就是星月,294764141,2021/12/12 12:00,2021/12/25 16:07,239,348484,3685,2021/12/25 16:07,478,985废物花光父母积蓄出国读研打算回小县城月入3千 我是怎么想的,3574
综广融媒,549797462,2021/12/13 12:01,2021/12/25 16:07,240,346209,567,2021/12/25 16:07,31,爸爸警告儿子妈妈一小时后到家，下秒语气严肃温馨提示：赶紧去玩,112
催眠装机佬,634847015,2021/12/14 18:51,2021/12/25 16:07,241,337296,4231,2021/12/25 16:07,88,究竟是什么星座，海王看了都摇头,390
全视频官方,849787008,2021/12/11 11:19,2021/12/25 16:07,242,337254,633,2021/12/25 16:07,31,姐姐偷回家看望弟弟，弟弟走进完全“无视”，下一秒却令人泪崩,71
醋妮儿,719731647,2021/12/12 8:00,2021/12/25 16:07,243,335915,192,2021/12/25 16:07,145,趁小伙不注意偷偷出门，结果家里突然出现两个女人，看看小伙怎么做,4
热点库,677268333,2021/12/14 17:26,2021/12/25 16:07,244,335458,98,2021/12/25 16:07,13,女子去给领导挪车，找不到档崩溃，网友：这得用鞭子抽,162
严禁垂钓,379778834,2021/12/13 20:12,2021/12/25 16:07,245,333531,5162,2021/12/25 16:07,169,久等了｜今天是杯子蛋糕,1416
洛丽塔大哥lolita,337299418,2021/12/12 13:42,2021/12/25 16:07,246,331487,3269,2021/12/25 16:07,109,“路边看到一个美女，请问你认识吗？”,910
Rock_Cannon,892359979,2021/12/11 11:47,2021/12/25 16:07,247,330435,726,2021/12/25 16:07,135,满 配 隔 离,525
阿言想吃冰激凌,294865179,2021/12/14 23:32,2021/12/25 16:07,248,330203,943,2021/12/25 16:07,30,震惊！接了外卖电话竟遇到这种事！,957
你的俄罗斯好朋友诺娜,464872523,2021/12/15 20:14,2021/12/25 16:07,249,329578,4421,2021/12/25 16:07,155,俄罗斯奶奶的新生活,325
一枚啊坚果,634811622,2021/12/13 19:50,2021/12/25 16:07,250,329505,374,2021/12/25 16:07,273,早上醒来室友发现红码竟是“我”自己：寝室一日抗疫纪实,254
众生话,719752535,2021/12/15 18:41,2021/12/25 16:07,251,329212,9404,2021/12/25 16:07,66,不生孩子就不完整吗？“如果你自己过得精彩，谁记得你的孩子是谁”,644
阿言想吃冰激凌,507333716,2021/12/14 12:39,2021/12/25 16:07,252,328871,830,2021/12/25 16:07,13,震惊！下楼拿快递竟遇到这种事！,598
毛毛念豆豆,464793371,2021/12/13 19:06,2021/12/25 16:07,253,328384,156,2021/12/25 16:07,42,圆圆的“鱼眼睛”,67
我有故事你听吗,764808142,2021/12/12 20:45,2021/12/25 16:07,254,327770,5518,2021/12/25 16:07,312,“如果三十岁你还没遇见喜欢的人”,1404
AriaAndBrandon,379762301,2021/12/15 18:00,2021/12/25 16:07,255,324133,5451,2021/12/25 16:07,94,给外国男友的男德挑战！不让女友穿性感？他的回答让我…,762
带魔王,634771731,2021/12/14 19:11,2021/12/25 16:07,256,323280,1049,2021/12/25 16:07,245,刘青松带UZI偷看女主播！刘青松铁暗恋？不敢打字说话！每天默默给小苏菲打卡？,317
Mr有意思,549780761,2021/12/12 17:00,2021/12/25 16:07,257,323054,1376,2021/12/25 16:07,1399,英国博主：留在中国是我这辈子做过最好的决定,773
陆玖资讯,934840586,2021/12/12 19:43,2021/12/25 16:07,258,322807,1510,2021/12/25 16:07,51,助人为乐！女孩攒半年瓶子送给陌生老奶奶，小姐姐一番话暖化人心,238
叮叮哐哐响,849750720,2021/12/15 21:19,2021/12/25 16:07,259,322081,576,2021/12/25 16:07,61,【李佳琦直播】“内裤没有男模试穿吗？”,94
恐高的鸟ko,294856225,2021/12/14 10:55,2021/12/25 16:07,260,319788,3264,2021/12/25 16:07,133,“这就是真爱最初的模样吧”,197
青衣程蝶衣,719773915,2021/12/12 18:05,2021/12/25 16:07,261,319018,12651,2021/12/25 16:07,1125,超甜故事！从校服同桌到婚纱老婆！真的太泪目了！,1825
一束光开始,422260791,2021/12/13 10:10,2021/12/25 16:07,262,317793,3182,2021/12/25 16:07,211,“妈妈走了，爸爸…爷爷…，家里就只剩我和奶奶。”7岁男孩风轻云淡的讲述却字字扎心。,880
胡凯利_洞主,422289573,2021/12/15 21:09,2021/12/25 16:07,263,317026,957,2021/12/25 16:07,123,紧急加更！宣布重大安排！,1457
